pdf_file,page,text,label
2407.14567v2.pdf,18,"for tasks that require capturing temporal dependencies, such as managing memory access",
2407.14567v2.pdf,18,patterns in 3D-stacking memory systems.,
2407.14567v2.pdf,18,KNN KNNisasupervisedMLalgorithmusedforbothclassificationandregressiontasks.,
2407.14567v2.pdf,18,The fundamental idea behind KNN is simple: neighbors influence each other. If you’re sur-,
2407.14567v2.pdf,18,"rounded by similar things, you’re likely similar too. It is widely applicable in pattern",
2407.14567v2.pdf,18,"recognition, data mining, and intrusion detection. Yang et al. (Yang & Bai, 2022) intro-",
2407.14567v2.pdf,18,duce a KNN-based ML algorithms can accurately predict the Turnaround-time (TaT) of a,
2407.14567v2.pdf,18,process. It can effectively reduce the TaT of the process and reduce the number of process,
2407.14567v2.pdf,18,context switches.,
2407.14567v2.pdf,18,"MLP An MLP is a type of feedforward neural network used for supervised learning tasks,",
2407.14567v2.pdf,18,"such as classification and regression. Chen et al. (Chen et al., 2020b) argues that tradi-",
2407.14567v2.pdf,18,tional Linux CFS scheduler maximizes the utilization of processing time but overlooks the,
2407.14567v2.pdf,18,18,
2407.14567v2.pdf,19,Integrating Artificial Intelligence into Operating Systems,
2407.14567v2.pdf,19,contention for lower-level hardware resources and try to solve the above problem using an,
2407.14567v2.pdf,19,ML-based resource-aware load balancer.They employed supervised imitation learning to re-,
2407.14567v2.pdf,19,place a portion of its internal logic with an MLP model. This trained MLP model emulates,
2407.14567v2.pdf,19,the kernel’s load balancing decisions. MLP is chosen because this current work doesn’t,
2407.14567v2.pdf,19,require a very complex model and MLP has a relatively simple implementation compared,
2407.14567v2.pdf,19,"to the other models. Based on this work,Qiu et al. (Imteaj, Thakker, Wang, Li, & Amini,",
2407.14567v2.pdf,19,2021) propose the concept of reconfigurable kernel datapaths that enables kernels to self-,
2407.14567v2.pdf,19,optimize dynamically to reduce the cost of kernel. The authors also used MLP ML model,
2407.14567v2.pdf,19,that can mimic Linux CFS decisions.,
2407.14567v2.pdf,19,5. Large Language Model Enhanced Operating Systems,
2407.14567v2.pdf,19,The rapid development of LLMs has introduced transformative capabilities in natural lan-,
2407.14567v2.pdf,19,"guageunderstandingandgeneration,makingthemapromisingtoolforadvancingoperating",
2407.14567v2.pdf,19,"system (OS) design and interaction. LLMs, such as GPT-4 (Achiam, Adler, Agarwal, Ah-",
2407.14567v2.pdf,19,"mad, Akkaya, Aleman, Almeida, Altenschmidt, Altman, Anadkat, et al., 2023), LLaMA",
2407.14567v2.pdf,19,"(Touvron, Lavril, Izacard, Martinet, Lachaux, Lacroix, Rozi`ere, Goyal, Hambro, Azhar,",
2407.14567v2.pdf,19,"et al., 2023), and Gemini (Team, Anil, Borgeaud, Wu, Alayrac, Yu, Soricut, Schalkwyk,",
2407.14567v2.pdf,19,"Dai, Hauth, et al., 2023), have demonstrated remarkable proficiency in processing and",
2407.14567v2.pdf,19,"generating human-like text, understanding complex instructions, and adapting to a wide",
2407.14567v2.pdf,19,variety of tasks with minimal or no task-specific training. These models are built on ad-,
2407.14567v2.pdf,19,"vances in deep learning architectures, particularly Transformer-based designs, and trained",
2407.14567v2.pdf,19,"on vast datasets that enable them to capture context, semantics, and nuanced relationships",
2407.14567v2.pdf,19,between concepts.,
2407.14567v2.pdf,19,One of the defining features of LLMs is their ability to act as general-purpose reasoning,
2407.14567v2.pdf,19,"and interaction tools. Unlike traditional machine learning models, which are often task-",
2407.14567v2.pdf,19,"specific, LLMs are highly adaptable, capable of handling a broad range of tasks through",
2407.14567v2.pdf,19,"natural language interfaces. Their ability to understand intent, provide detailed expla-",
2407.14567v2.pdf,19,"nations, and generate contextualized responses makes them an ideal complement to OS",
2407.14567v2.pdf,19,functionalities. As operating systems serve as the backbone for user-computer interac-,
2407.14567v2.pdf,19,"tion, integrating LLMs can enable more intuitive, conversational interfaces, where users",
2407.14567v2.pdf,19,can communicate their needs and preferences in natural language rather than relying on,
2407.14567v2.pdf,19,rigid command structures or graphical user interfaces. The integration of LLMs into OSs,
2407.14567v2.pdf,19,presents a significant opportunity to enhance the user experience and overall system func-,
2407.14567v2.pdf,19,"tionality (Chan, 2023; Wu et al., 2024b). LLMs can transform the way users interact with",
2407.14567v2.pdf,19,"and manage their computing environments (H`e, 2024).",
2407.14567v2.pdf,19,5.1 Development,H2
2407.14567v2.pdf,19,"LLMs possess powerful natural language processing capabilities, making them highly ef-",
2407.14567v2.pdf,19,fective at understanding historical documentation on human experiences with operating,
2407.14567v2.pdf,19,"systems. This ability is particularly valuable in the era of the Internet of Everything, where",
2407.14567v2.pdf,19,engineers invest significant effort in adapting hardware and applications to achieve optimal,
2407.14567v2.pdf,19,resource utilization and efficiency.,
2407.14567v2.pdf,19,"Kamath et al.’s LLaMaS (Kamath & Yadalam, 2024) and Chen et al.’s AutoOS (Chen,",
2407.14567v2.pdf,19,"Wen, Cheng, Kuang, Liu, Li, Li, Zhang, Song, Li, Guo, & Chen, 2024) both utilize LLMs",
2407.14567v2.pdf,19,19,
2407.14567v2.pdf,20,"Zhang, Zhao, Li, Yin, Zhang& Chen",
2407.14567v2.pdf,20,"to address challenges in operating system configuration optimization, but they focus on",
2407.14567v2.pdf,20,different domains and employ distinct methodologies. LLaMaS addresses the complexities,
2407.14567v2.pdf,20,of adapting to diverse hardware environments by using LLMs to interpret plain text hard-,
2407.14567v2.pdf,20,ware specifications and recommend optimized OS strategies. Its architecture comprises a,
2407.14567v2.pdf,20,frontend and a backend: the frontend deciphers system characteristics and converts them,
2407.14567v2.pdf,20,"into actionable embeddings, which the backend then uses for real-time OS decisions, such",
2407.14567v2.pdf,20,"as managing memory tier data movement. In an experiment, LLaMaS demonstrated its",
2407.14567v2.pdf,20,capability by using ChatGPT to dynamically adjust memory allocation for CPU and GPU,
2407.14567v2.pdf,20,"tasks based on workload demands. By leveraging LLMs’ zero-shot learning capabilities,",
2407.14567v2.pdf,20,"LLaMaS eliminates the need for manual adjustments or device-specific coding, significantly",
2407.14567v2.pdf,20,"reducing administrative and development costs. In contrast, AutoOS tackles the challenge",
2407.14567v2.pdf,20,"ofLinuxkernelconfigurationoptimization, acriticaltaskforAIoTdeviceswithconstrained",
2407.14567v2.pdf,20,hardwareresources. AutoOSmodelsthekernelconfigurationspaceasadynamictreestruc-,
2407.14567v2.pdf,20,"ture and employs a state-machine-based framework to traverse, prune, propose, and correct",
2407.14567v2.pdf,20,"configuration options. The LLM frontend identifies performance-critical options, while the",
2407.14567v2.pdf,20,backend applies these refinements to boost system performance. Experiments showed that,
2407.14567v2.pdf,20,AutoOS could enhance UnixBench scores by up to 25% compared to vendor-provided de-,
2407.14567v2.pdf,20,"faults, achieving superior results with minimal human input. By automating the debugging",
2407.14567v2.pdf,20,"andrefinementofkernelconfigurations, AutoOSreducesthetimeandexpertiserequiredfor",
2407.14567v2.pdf,20,"manual optimization, addressing the complexity of configuring over 15,000 kernel options.",
2407.14567v2.pdf,20,"Both LLaMaS and AutoOS leverage LLMs to simplify traditionally complex OS tasks,",
2407.14567v2.pdf,20,minimizing the need for manual tuning and expert knowledge. They also demonstrate the,
2407.14567v2.pdf,20,"abilityofLLMstoadaptdynamicallytochangingrequirements. Moreover,bothframeworks",
2407.14567v2.pdf,20,"utilizeLLMs’reasoningandzero-shotlearningcapabilitiestoautonomouslymakedecisions,",
2407.14567v2.pdf,20,showcasing their effectiveness in reducing development and administrative overhead.,
2407.14567v2.pdf,20,Another important and obvious area where LLMs excel is coding. As a type of textual,
2407.14567v2.pdf,20,"data, code can be considered another form of human language, making LLMs particularly",
2407.14567v2.pdf,20,well-suited for tasks involving programming. This highlights the crucial role LLMs can,
2407.14567v2.pdf,20,"play in improving software development processes, from code generation to debugging and",
2407.14567v2.pdf,20,"vulnerability repair. For instance, SecRepair (Islam et al., 2024) is a system specifically de-",
2407.14567v2.pdf,20,signedtoaddressthechallengeofidentifyingandrepairingcodevulnerabilities. Poweredby,
2407.14567v2.pdf,20,"an LLM, it integrates reinforcement learning and a semantic reward mechanism to enhance",
2407.14567v2.pdf,20,"its performance. To support its training, the authors have compiled and released a compre-",
2407.14567v2.pdf,20,"hensive instruction-based vulnerability dataset, which serves as a key resource for building",
2407.14567v2.pdf,20,"a robust model for vulnerability analysis. Furthermore, SecRepair employs a reinforcement",
2407.14567v2.pdf,20,learning technique with semantic rewards to generate concise and contextually appropriate,
2407.14567v2.pdf,20,"code commit comments. This approach, inspired by how humans resolve code issues, not",
2407.14567v2.pdf,20,only automates the repair process but also provides developers with a clear understanding,
2407.14567v2.pdf,20,"of the vulnerabilities and their resolutions, ultimately streamlining software development",
2407.14567v2.pdf,20,and improving code security.,
2407.14567v2.pdf,20,Insights and Challenges: LLMs have the potential to significantly enhance software,
2407.14567v2.pdf,20,"development processes, including tasks such as code generation, debugging, and vulnerabil-",
2407.14567v2.pdf,20,"ity detection, by reducing manual effort and improving overall efficiency. The development",
2407.14567v2.pdf,20,"and release of comprehensive, instruction-based datasets are essential for training models",
2407.14567v2.pdf,20,20,
2407.14567v2.pdf,21,Integrating Artificial Intelligence into Operating Systems,
2407.14567v2.pdf,21,"capable of addressing complex tasks like vulnerability analysis and repair. However, sev-",
2407.14567v2.pdf,21,"eral challenges remain. For instance, mainstream operating systems like Linux consist of",
2407.14567v2.pdf,21,"vast codebases with deeply coupled structures, making it difficult for current LLMs to fully",
2407.14567v2.pdf,21,capture all necessary modifications when proposing adaptations or optimizations. While,
2407.14567v2.pdf,21,"LLMs can provide efficient suggestions, they may overlook related areas in the code that",
2407.14567v2.pdf,21,"alsorequirechanges. Additionally, traininganewLLMmodeldemandssignificanttimeand",
2407.14567v2.pdf,21,"computational resources, posing challenges in scenarios where engineers frequently switch",
2407.14567v2.pdf,21,to new hardware platforms. It is often impractical and uneconomical to train a fresh model,
2407.14567v2.pdf,21,"for each new hardware adaptation, highlighting the need for more efficient and scalable",
2407.14567v2.pdf,21,solutions.,
2407.14567v2.pdf,21,5.2 User Interaction,
2407.14567v2.pdf,21,"LLMs are transforming user interaction by enabling more natural, intelligent, and person-",
2407.14567v2.pdf,21,alized experiences across various systems. As the critical bridge between hardware and,
2407.14567v2.pdf,21,"software, the operating system plays a pivotal role in shaping the user interaction experi-",
2407.14567v2.pdf,21,"ence, which in turn defines how users engage with and perceive technology. Researchers are",
2407.14567v2.pdf,21,"now striving to bring this revolutionary shift into the realm of operating systems, aiming",
2407.14567v2.pdf,21,to redefine how users interact with computing environments.,
2407.14567v2.pdf,21,"Personalized services can meet specific user needs, enhancing satisfaction and loyalty.",
2407.14567v2.pdf,21,"Furthermore, interactive systems can understand users’ perspectives and needs through",
2407.14567v2.pdf,21,"well-designed interfaces and experiences. Zhang et al. (Zhang et al., 2024) explores the",
2407.14567v2.pdf,21,"potential applications of large language models, ML, and interaction design in recommen-",
2407.14567v2.pdf,21,"dation systems and operating systems. By integrating these technologies, more intelligent",
2407.14567v2.pdf,21,"and personalized services can be provided, meeting user needs and promoting continuous",
2407.14567v2.pdf,21,"improvement and optimization of products, which holds great value for both recommenda-",
2407.14567v2.pdf,21,tion research and user experience applications.,
2407.14567v2.pdf,21,Some researchers are exploring deeper structural reforms in OSs through the integra-,
2407.14567v2.pdf,21,"tion of LLMs. The AIOS-Agent ecosystem (Ge et al., 2023; Mei et al., 2024) positions",
2407.14567v2.pdf,21,"large language models (LLMs) as an ”operating system with a soul,” embedding them into",
2407.14567v2.pdf,21,the OS kernel to enable intelligent decision-making and resource management in Figure.5.,
2407.14567v2.pdf,21,"The LLM’s context window functions as memory, handling relevant data, while external",
2407.14567v2.pdf,21,storage acts as a file system with advanced retrieval capabilities. Hardware and software,
2407.14567v2.pdf,21,"are treated as peripherals and libraries, facilitating seamless agent-environment interaction.",
2407.14567v2.pdf,21,"Natural language serves as the primary programming interface, democratizing software de-",
2407.14567v2.pdf,21,velopment. This ecosystem supports both single- and multi-agent applications capable of,
2407.14567v2.pdf,21,"executing a wide range of tasks. Building on the AIOS concept, various studies have fur-",
2407.14567v2.pdf,21,"ther enriched the ecosystem with additional components. Expanding on this foundation,",
2407.14567v2.pdf,21,"the CoRE (Code Representation and Execution) system (Xu, Li, Mei, & Zhang, 2024c)",
2407.14567v2.pdf,21,"introduces a unified framework for natural language programming, pseudo-code program-",
2407.14567v2.pdf,21,"ming, and flow programming. CoRE leverages LLMs as interpreters to execute logically",
2407.14567v2.pdf,21,"structured programs described in natural language, bridging the gap between human intent",
2407.14567v2.pdf,21,"andmachineexecution. Bydefiningastructuredsyntax, theCoRElanguageallowsusersto",
2407.14567v2.pdf,21,articulateprogramlogicinamannerthatisbothaccessibletonon-programmersandprecise,
2407.14567v2.pdf,21,21,
2407.14567v2.pdf,22,"Zhang, Zhao, Li, Yin, Zhang& Chen",
2407.14567v2.pdf,22,Travel Agent Math Agent Rec Agent Natural Language,
2407.14567v2.pdf,22,Non LLM LLM,
2407.14567v2.pdf,22,Related Related,
2407.14567v2.pdf,22,AIOS SDK,
2407.14567v2.pdf,22,application layer LSFS Parser LLM,
2407.14567v2.pdf,22,kernel layer,
2407.14567v2.pdf,22,API API API,
2407.14567v2.pdf,22,LLM Syscall Interface,
2407.14567v2.pdf,22,feedback,
2407.14567v2.pdf,22,Syscall,
2407.14567v2.pdf,22,agent context memory,
2407.14567v2.pdf,22,scheduler manager manager Supervisor,
2407.14567v2.pdf,22,vector database,
2407.14567v2.pdf,22,storage agent,
2407.14567v2.pdf,22,monitor,
2407.14567v2.pdf,22,manager scheduler,
2407.14567v2.pdf,22,file embedding vector,
2407.14567v2.pdf,22,Tradition OS Kernel Traditional File System,
2407.14567v2.pdf,22,Figure 5: Architecture for AIOS Figure 6: Architecture for LSFS,
2407.14567v2.pdf,22,enough for computational interpretation. Programs are decomposed into components such,
2407.14567v2.pdf,22,"as step names, types, instructions, and connections, enabling clear and logical execution.",
2407.14567v2.pdf,22,"Within the AIOS ecosystem, the LLM-based Semantic File System (LSFS) (Shi, Mei,",
2407.14567v2.pdf,22,"Jin, Su, Zuo, Hua, Xu, Ren, Liu, Du, et al., 2024b) in figure.6 redefines traditional file",
2407.14567v2.pdf,22,management by integrating LLMs for natural language-driven interactions and semantic,
2407.14567v2.pdf,22,understanding of file content. Unlike conventional systems that rely on metadata such as,
2407.14567v2.pdf,22,"file names and timestamps, LSFS employs embedding vectors to index files based on their",
2407.14567v2.pdf,22,"content, enabling advanced functionalities like semantic retrieval, grouping, and version",
2407.14567v2.pdf,22,control. Users can perform complex operations—such as file updates and change summa-,
2407.14567v2.pdf,22,"rization—through simple natural language prompts, significantly streamlining file manage-",
2407.14567v2.pdf,22,"ment. Key features include semantic indexing, natural language parsing for file operations,",
2407.14567v2.pdf,22,"real-time change monitoring, and robust safety mechanisms to prevent unintended actions.",
2407.14567v2.pdf,22,"Seamlessly integrated into the AIOS ecosystem, LSFS enhances intelligent multi-agent col-",
2407.14567v2.pdf,22,laboration and supports capabilities such as task scheduling and knowledge integration.,
2407.14567v2.pdf,22,"This innovation transforms file systems into intelligent, user-friendly components that are",
2407.14567v2.pdf,22,essential for modern AI-driven environments.,
2407.14567v2.pdf,22,Insights and Challenges: LLMs are driving a paradigm shift in user interaction by en-,
2407.14567v2.pdf,22,"abling natural, intuitive, and personalized experiences. Their integration into OSs redefines",
2407.14567v2.pdf,22,"how users interact with hardware and software, making technology more accessible and",
2407.14567v2.pdf,22,"user-centric. Users can interact with computing environments in a more intuitive manner,",
2407.14567v2.pdf,22,leading to increased satisfaction and loyalty. The shift towards personalized services allows,
2407.14567v2.pdf,22,"systemstoadapttospecificuserneeds, leveraginginsightsfrominteractiondatatocontinu-",
2407.14567v2.pdf,22,"ously refine and optimize user experiences. For instance, the work of researchers like Zhang",
2407.14567v2.pdf,22,"etal. (Zhangetal.,2024)highlightshowLLMscanenhancerecommendationsystems. This",
2407.14567v2.pdf,22,"trend underscores the importance of understanding users’ perspectives, enabling systems to",
2407.14567v2.pdf,22,"respond dynamically to their needs through well-crafted interfaces. Moreover, innovative",
2407.14567v2.pdf,22,22,
2407.14567v2.pdf,23,Integrating Artificial Intelligence into Operating Systems,
2407.14567v2.pdf,23,frameworks such as AIOS-Agent and CoRE exemplify the potential of LLMs in redefining,
2407.14567v2.pdf,23,OS functionality. By embedding LLMs into the OS kernel and employing natural language,
2407.14567v2.pdf,23,"as a programming interface, these systems democratize software development and empower",
2407.14567v2.pdf,23,users—regardless of technical background—to engage with technology more effectively.,
2407.14567v2.pdf,23,"Despite these promising developments, several challenges remain in the integration of",
2407.14567v2.pdf,23,LLMs within operating systems. One significant concern is the lack of interpretability as-,
2407.14567v2.pdf,23,"sociated with LLMs, which can impact their reliability. Users and developers may struggle",
2407.14567v2.pdf,23,"to understand how LLMs arrive at specific outputs, leading to a lack of trust in their deci-",
2407.14567v2.pdf,23,sionsandrecommendations. Thisopacitycancomplicatetroubleshootinganddiminishuser,
2407.14567v2.pdf,23,"confidence, particularly in critical applications where understanding the rationale behind",
2407.14567v2.pdf,23,"actions is essential. Additionally, there are challenges related to the scalability of these sys-",
2407.14567v2.pdf,23,"tems. As LLMs require significant computational resources, optimizing their performance",
2407.14567v2.pdf,23,in diverse hardware environments remains a critical hurdle. This is particularly important,
2407.14567v2.pdf,23,in ensuring that systems can deliver real-time responses without compromising efficiency.,
2407.14567v2.pdf,23,"Moreover, while LLMs can enhance user interaction, they also raise questions about privacy",
2407.14567v2.pdf,23,and data security. The reliance on user data to personalize experiences necessitates robust,
2407.14567v2.pdf,23,safeguards to protect sensitive information and maintain user confidentiality.,
2407.14567v2.pdf,23,5.3 Analysis,
2407.14567v2.pdf,23,Existing research has explored various ways in which LLMs can be leveraged within OS,
2407.14567v2.pdf,23,"architectures. LLaMaS, for instance, addresses the complexities of diverse computing en-",
2407.14567v2.pdf,23,vironments by using LLMs to ease OS challenges in hardware adaptation and resource,
2407.14567v2.pdf,23,"management. AIOS-Agent ecosystem treats LLMs as an ”operating system with soul”,",
2407.14567v2.pdf,23,embedding them in the OS kernel for intelligent decision-making and resource allocation.,
2407.14567v2.pdf,23,MemGPT introduces virtual context management to overcome the fixed-length context,
2407.14567v2.pdf,23,"window limitation in LLMs, enabling them to access information beyond their immediate",
2407.14567v2.pdf,23,"capacity. Additionally, systems like SecRepair and ChronoCTI demonstrate how LLMs can",
2407.14567v2.pdf,23,be employed to address challenges in software vulnerability repair and cybersecurity threat,
2407.14567v2.pdf,23,"analysis, respectively.",
2407.14567v2.pdf,23,5.3.1 Differnce compared to ML-enhanced OS:,H3
2407.14567v2.pdf,23,"LLMs and traditional ML techniques enhance OS in distinct ways, reflecting their unique",
2407.14567v2.pdf,23,capabilities and methodologies.,
2407.14567v2.pdf,23,Traditional ML techniques are often more task-specific and rely on structured data for,
2407.14567v2.pdf,23,"training. These methods are typically employed for optimization tasks, such as system",
2407.14567v2.pdf,23,"performance tuning, resource allocation, and configuration management. Additionally, ML",
2407.14567v2.pdf,23,"models are frequently viewed as black boxes, making it challenging for users to understand",
2407.14567v2.pdf,23,the underlying principles and the relationship between the input training data and the,
2407.14567v2.pdf,23,"resulting outputs. This lack of interpretability can hinder trust and usability, especially",
2407.14567v2.pdf,23,in critical applications where comprehending the rationale behind decisions is essential. In,
2407.14567v2.pdf,23,"contrast,LLMsprimarilyfocusonnaturallanguageunderstandingandgeneration,enabling",
2407.14567v2.pdf,23,moreintuitiveuserinteractionsthroughconversationalinterfaces. Theyexcelininterpreting,
2407.14567v2.pdf,23,"user intent, managing complex tasks through natural language commands, and providing",
2407.14567v2.pdf,23,23,
2407.14567v2.pdf,24,"Zhang, Zhao, Li, Yin, Zhang& Chen",
2407.14567v2.pdf,24,personalized experiences based on user input. This integration allows LLMs to transform,
2407.14567v2.pdf,24,"how users engage with the OS, making technology more accessible and user-friendly.",
2407.14567v2.pdf,24,While there has been extensive research exploring the integration of traditional ML,
2407.14567v2.pdf,24,"techniques into operating systems, where they effectively delve into the complexities of",
2407.14567v2.pdf,24,"system performance, resource allocation, and configuration management, the role of LLMs",
2407.14567v2.pdf,24,remains more superficial. LLMs primarily function as an additional layer that enhances,
2407.14567v2.pdf,24,"user interaction with the OS through natural language processing, enabling more intuitive",
2407.14567v2.pdf,24,and conversational interfaces.,
2407.14567v2.pdf,24,6. How do novel OS architectures create opportunities for intelligent OS?,H1
2407.14567v2.pdf,24,Comprehensive research has revealed that utilizing the standard kernel pathway for hard-,
2407.14567v2.pdf,24,"ware interaction results in notable efficiency losses, rendering conventional approaches less",
2407.14567v2.pdf,24,"than ideal for the current AI-driven environment. In response, kernel bypass tactics are",
2407.14567v2.pdf,24,"gaining prominence, aiming to optimize hardware utilization and enhance real-time capa-",
2407.14567v2.pdf,24,"bilities specifically for AI tasks. Nonetheless, the absence of an OS means these strategies",
2407.14567v2.pdf,24,fall short in providing the necessary tailoring to exploit AI applications’ full potential.,
2407.14567v2.pdf,24,"In essence, the interplay between modern application design and OS innovation fosters",
2407.14567v2.pdf,24,a fertile ground for the conception of systems that not only meet but also anticipate the,
2407.14567v2.pdf,24,evolvingneedsofAI-drivenenvironments. Thisconfluenceofadvancementssignalsapivotal,
2407.14567v2.pdf,24,"momentinthetrajectoryofcomputing,wherethesynergybetweenAIandOSarchitectures",
2407.14567v2.pdf,24,could redefine the boundaries of what is achievable in high-performance computing.,
2407.14567v2.pdf,24,6.1 Kernel-bypass OS Structure,H2
2407.14567v2.pdf,24,Prior research has successfully demonstrated the potential of leveraging hardware accelera-,
2407.14567v2.pdf,24,"tion for ML within the kernel space, showcasing the feasibility of such an approach (Fingler",
2407.14567v2.pdf,24,"et al., 2023). This study introducES an API remoting system, which facilitates access to",
2407.14567v2.pdf,24,"specialized accelerator interfaces for kernel space applications. Moreover, it simplifies the",
2407.14567v2.pdf,24,"integrationbyofferinghigh-levelAPIsdirectlytothekernelspace, eliminatingthenecessity",
2407.14567v2.pdf,24,forkernel-specificadaptationsofcomplexlibraries. TheAPIremotingmechanismtransmits,
2407.14567v2.pdf,24,commands between kernel and user space. This innovative design not only enhances the,
2407.14567v2.pdf,24,performance of AI applications within the kernel but also provides a compelling perspective,
2407.14567v2.pdf,24,on the capabilities of modern operating systems.,
2407.14567v2.pdf,24,"Razaetal. (Raza,Unger,Boyd,Munson,Sohal,Drepper,Jones,DeOliveira,Woodman,",
2407.14567v2.pdf,24,"Mancuso, et al., 2023) propose integrating unikernel optimizations into Linux, known for",
2407.14567v2.pdf,24,"creatingsecure, compactOSimagesforsingleapplications. UnikernelLinux(UKL)reduces",
2407.14567v2.pdf,24,the number of executed instructions and improves instructions-per-cycle efficiency. Tail,
2407.14567v2.pdf,24,latency tests on Memcached—a multi-threaded key-value store—show that UKL achieves,
2407.14567v2.pdf,24,a significant performance improvement. It introduces a configuration option that allows a,
2407.14567v2.pdf,24,"single, optimized process to link directly with the kernel, bypassing the traditional system",
2407.14567v2.pdf,24,"calloverhead,andsignificantlycutslatencyforsystemcallpayloads,showcasingthebenefits",
2407.14567v2.pdf,24,of unikernel-inspired enhancements in refining Linux’s performance.,
2407.14567v2.pdf,24,"Cadden et al. (Cadden, Unger, Awad, Dong, Krieger, & Appavoo, 2020) introduces",
2407.14567v2.pdf,24,"Serverless Execution via Unikernel SnapShots (SEUSS), a method that leverages uniker-",
2407.14567v2.pdf,24,nel snapshots for rapid deployment and high-density caching of serverless functions. The,
2407.14567v2.pdf,24,24,
2407.14567v2.pdf,25,Integrating Artificial Intelligence into Operating Systems,
2407.14567v2.pdf,25,"authors describe the use of unikernel contexts, which consist of a high-level language in-",
2407.14567v2.pdf,25,"terpreter configured to import and execute function code, providing isolation and security.",
2407.14567v2.pdf,25,This minimalistic approach leads to a reduced memory footprint and faster startup times,
2407.14567v2.pdf,25,"compared to traditional operating systems like Linux, which is beneficial for serverless en-",
2407.14567v2.pdf,25,"vironments where rapid function instantiation is crucial. By using unikernels, the SEUSS",
2407.14567v2.pdf,25,system can cache a large number of function instances in memory due to the reduced mem-,
2407.14567v2.pdf,25,ory footprint.,
2407.14567v2.pdf,25,6.2 Library OS,H2
2407.14567v2.pdf,25,One significant obstacle that OSs face in effectively leveraging the potential of AI lies in the,
2407.14567v2.pdf,25,"absence of a comprehensive, universally applicable strategy for adapting AI technologies to",
2407.14567v2.pdf,25,the wide array of heterogeneous devices in use.,
2407.14567v2.pdf,25,"The Demikernel project (Zhang, Raybuck, Patel, Olynyk, Nelson, Leija, Martinez, Liu,",
2407.14567v2.pdf,25,"Simpson, Jayakar, et al., 2021) unveils an OS architecture optimized for datacenter systems",
2407.14567v2.pdf,25,"withmicrosecond-scalerequirements,emphasizinglow-latencyI/O.AdoptingaLibOSstrat-",
2407.14567v2.pdf,25,"egy, it side-steps the traditional kernel in I/O paths, significantly enhancing performance.",
2407.14567v2.pdf,25,"This design supports kernel-bypass devices, allowing seamless application operation with",
2407.14567v2.pdf,25,"negligible overhead at the nanosecond scale. For I/O efficiency, Demikernel applies zero-",
2407.14567v2.pdf,25,"copy techniques for large buffers, optimizes resource use, and maintains system stability",
2407.14567v2.pdf,25,through periodic LibOS interaction. Security is bolstered with controlled data placement,
2407.14567v2.pdf,25,and potential advanced memory integrity measures. LibOS components employ hardware,
2407.14567v2.pdf,25,"acceleration to offload critical tasks, minimizing latency and maximizing throughput. Ker-",
2407.14567v2.pdf,25,"nelbypassinI/Opathsreducesoverheadfromcontextswitching, systemcalls, andmemory",
2407.14567v2.pdf,25,duplication.,
2407.14567v2.pdf,25,6.3 Other Stuctures,H2
2407.14567v2.pdf,25,"Skiadopoulos et al. (Skiadopoulos, Li, Kraft, Kaffes, Hong, Mathew, Bestor, Cafarella,",
2407.14567v2.pdf,25,"Gadepally, Graefe, et al., 2021) present DBOS as a superior alternative to conventional",
2407.14567v2.pdf,25,"cluster OS components, offering comparable functionality but enhanced analytics and re-",
2407.14567v2.pdf,25,"ducedcodecomplexity. DBOSmatchescurrentsystemsinscheduling,filemanagement,and",
2407.14567v2.pdf,25,"inter-process communication, yet excels in analytics and simplifies code through database",
2407.14567v2.pdf,25,query-based OS services. It efficiently implements low-latency transactions and ensures,
2407.14567v2.pdf,25,"high availability. DBOS’s integrated DBMS approach is especially advantageous for ML,",
2407.14567v2.pdf,25,delivering a cohesive platform for efficient resource management and analytics in large-scale,
2407.14567v2.pdf,25,"distributed environments, adeptly managing parallel computation and workload dynamics",
2407.14567v2.pdf,25,across various hardware.,
2407.14567v2.pdf,25,"Shanetal. (Shan,Huang,Chen,&Zhang,2018)developedLegoOS—asplitkernelarchi-",
2407.14567v2.pdf,25,"tecture for hardware disaggregation, decentralizing OS functions for scalable, distributed",
2407.14567v2.pdf,25,management. It fundamentally breaks down traditional OS functionalities into loosely-,
2407.14567v2.pdf,25,coupled monitors that each run on and manage a distinct hardware component. The splitk-,
2407.14567v2.pdf,25,"ernel model distributes responsibilities such as scheduling, memory management, and I/O",
2407.14567v2.pdf,25,"operations across these monitors, effectively creating a distributed set of hardware com-",
2407.14567v2.pdf,25,ponents that can be independently managed and scaled. The splitkernel model in LegoOS,
2407.14567v2.pdf,25,25,
2407.14567v2.pdf,26,"Zhang, Zhao, Li, Yin, Zhang& Chen",
2407.14567v2.pdf,26,"allowsforindependentscalingofcomputeandmemoryresources, essentialforMLscenarios",
2407.14567v2.pdf,26,where large datasets and complex models necessitate specialized hardware accelerators.,
2407.14567v2.pdf,26,6.4 Analysis,
2407.14567v2.pdf,26,"All these works agree that, facing diverse computing environments, traditional OSs have",
2407.14567v2.pdf,26,encountered significant challenges. They reflect the increasing importance of AI in com-,
2407.14567v2.pdf,26,puting and the need for OS architectures that can effectively support AI workloads. They,
2407.14567v2.pdf,26,all strive to adapt to Heterogeneous Devices and Diverse Computing Needs. They focus on,
2407.14567v2.pdf,26,transforming low-level structures for efficiency and performance optimization in different,
